review_id,model_alias,model_id,ground,verdict,face,confidence,tokens_in,tokens_out,cache_read,cost_usd,duration_ms,error,raw_content
48882ec75ca0401d8cd7dbbf9c1d602c,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.033514,2572,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
28d0bdfb88eb4c7db2bf74046c9ab37a,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.950,3,21,0,0.033539,2435,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.95}"
f93b8a376ab34c23976989f2c3108079,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.033525,2500,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
bc6ef0987e3940f1a35fc9838afa1f2b,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.033515,4965,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
c7ec9be5ec6544bb9b15ace43ee550f3,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.970,3,21,0,0.033545,2710,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.97}"
82b1976f0e2740dcb899a33ab698bbfc,haiku,claude-haiku-4-5,match,no_match,obverse,0.950,3,21,0,0.033545,2576,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.95}"
b1cc6d14b22d4aac94a7a21e9f28c7e5,haiku,claude-haiku-4-5,match,no_match,obverse,0.850,3,21,0,0.032889,5447,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.85}"
2a8032b79440457cb6d29d7b110624c1,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.950,3,21,0,0.033507,2976,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.95}"
3999fe604d6d43ed9a19e234b8f7e2b1,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.970,3,21,0,0.033477,2965,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.97}"
03436b07b79e42deaafc6844b44bd99a,haiku,claude-haiku-4-5,match,no_match,obverse,0.850,3,21,0,0.033511,3288,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.85}"
bc9bbebd668f4d049c5d7523d64b732c,haiku,claude-haiku-4-5,match,no_match,obverse,0.850,3,21,0,0.033544,12495,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.85}"
423756f30ca1450d813d1fcb55f7a5b4,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.970,3,21,0,0.036466,3218,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.97}"
5db4ca8196c84253a263c628f18b7edb,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.036484,3253,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
f860b199152646ec9bb857e515f8cc5e,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.950,3,21,0,0.036494,3228,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.95}"
f7b0f094914d45daa565abe66585533a,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036441,3896,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
c78907e515ed497282299408d5b5cc2f,haiku,claude-haiku-4-5,no_match,uncertain,obverse,0.350,3,19,0,0.036380,6284,,"{""verdict"":""uncertain"",""face"":""obverse"",""confidence"":0.35}"
a69b2db23599470d997e4e7dcf01fef9,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.031343,2499,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
4cf5ea5c63784160969d6e1de03d1b90,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.031348,2688,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
ecce02d843b34c029cd0442236e6f054,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.900,3,21,0,0.036429,2742,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.9}"
751527dac44c44d5b056af54b2533e94,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.036533,3856,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
d4b6decf3d0e49e4bec0fe5c47065a27,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.920,3,21,0,0.036519,3573,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.92}"
57acdf08081d4616801094e522e3859d,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036461,4239,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
2f0e13be4d4146389a6297c43ce055e9,haiku,claude-haiku-4-5,no_match,match,obverse,0.920,3,19,0,0.036460,4779,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.92}"
4a638a420585430e9ed44c97d142daf9,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036466,3372,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
edd466c3cd844b198a31d24975cac38d,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036471,3120,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
1610813a688940c7b8052e87b9f4cd0a,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.820,3,21,0,0.036510,3377,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.82}"
9ac767338d394759846685e6ea4ba12c,haiku,claude-haiku-4-5,no_match,no_match,unknown,0.950,3,20,0,0.036499,3727,,"{""verdict"":""no_match"",""face"":""unknown"",""confidence"":0.95}"
7a5461954cba409d971e2167821b38fc,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036484,2768,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
620b1305e09b4380853a608808ea9e17,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036470,4143,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
564e216d0cb94ff79d53e0dcb4ff5318,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.820,3,21,0,0.036485,3256,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.82}"
3ec1c8a99d9a4eecaf80ee94483d1e86,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.036571,3013,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
398c0da068814c2d8d770d70f47da8db,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036556,4730,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
b1f32b7a645c4a229442a533c28fefa6,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036466,3046,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
ea0cb5646345441690fe74e45b5a3d17,haiku,claude-haiku-4-5,match,match,obverse,0.850,3,19,0,0.036428,4435,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.85}"
ac81649eb12b4603b547456cdd440c63,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.036480,2851,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
148e00e591ea44e781079ed324785592,haiku,claude-haiku-4-5,no_match,match,obverse,0.970,3,19,0,0.036485,3628,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
de185bcd4a384e6c801462e399aa58a6,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.900,3,20,0,0.036462,3318,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.9}"
c553ec2d73454dccb97c0dd9c1468abc,haiku,claude-haiku-4-5,match,no_match,obverse,0.850,3,21,0,0.036471,2755,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.85}"
69d647763ab64019836720d54bae5bb4,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.036446,3175,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
ecc75fe6f4f74824b239aab7963c573d,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.036461,3467,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
13299f6388c9451b8721799e751b1d31,haiku,claude-haiku-4-5,no_match,uncertain,reverse,0.400,3,18,0,0.035795,3103,,"{""verdict"":""uncertain"",""face"":""reverse"",""confidence"":0.4}"
266a2ddda7504404a47e36e6602264ee,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036423,3073,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
62bf977b8c8945eeb58ba30d75e9b9c6,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036436,3362,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
1c14d18519f845e4b2376e71190e3cd2,haiku,claude-haiku-4-5,no_match,uncertain,obverse,0.450,3,19,0,0.036484,2880,,"{""verdict"":""uncertain"",""face"":""obverse"",""confidence"":0.45}"
90b56550acda4a62a4a75787d9c7b80e,haiku,claude-haiku-4-5,no_match,match,obverse,0.850,3,19,0,0.036479,3185,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.85}"
269f55ae7c2d419481ae5f5c02c2597b,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036461,3687,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
4b90aa66a3c34b1485fd58d0a9e2c139,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.930,3,21,0,0.036476,3410,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.93}"
ee5759356a7a4658861707207598061c,haiku,claude-haiku-4-5,match,match,obverse,0.990,3,19,0,0.036441,3960,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.99}"
260b97ae15174e0aac346280d9a15349,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.900,3,20,0,0.036494,2999,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.9}"
e0f46952548f46339473bd2d1443dffc,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.035874,3639,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
f0f731142fc84106a92f9743b882ce2b,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036476,2522,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
3489878d79934a72a667bbab12fa9226,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.930,3,21,0,0.036456,2847,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.93}"
f1ee3b9fbfe7459d867e5e18659f40c2,haiku,claude-haiku-4-5,no_match,no_match,unknown,0.950,3,20,0,0.036528,2993,,"{""verdict"":""no_match"",""face"":""unknown"",""confidence"":0.95}"
45f58a1cef3e45d8b6857bc3ddb2b579,haiku,claude-haiku-4-5,match,no_match,obverse,0.850,3,21,0,0.036548,4435,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.85}"
b789bda918b84e17a432d384dc19b3b0,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036494,3086,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
0037d5070a754910bdcc13f1fd2ac489,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.036484,4589,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
851f9a6989bf4082b98dbcced5a23055,haiku,claude-haiku-4-5,no_match,uncertain,unknown,0.200,3,18,0,0.036413,2951,,"{""verdict"":""uncertain"",""face"":""unknown"",""confidence"":0.2}"
90f4f9940edc4aef9aa291130064e554,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036422,2883,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
2dfcbcb9f950496e9e31ce3ba400b99f,haiku,claude-haiku-4-5,no_match,uncertain,reverse,0.400,3,18,0,0.036479,3549,,"{""verdict"":""uncertain"",""face"":""reverse"",""confidence"":0.4}"
8a6870c082a7465eb06d85df73969082,haiku,claude-haiku-4-5,match,match,obverse,0.850,3,19,0,0.036489,2849,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.85}"
09b11961efea4532a97c4ed3b00c5d1c,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036453,3519,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
c0a42c4e85e545eca6b90592faeb015f,haiku,claude-haiku-4-5,match,match,obverse,0.920,3,19,0,0.036408,2903,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.92}"
a8eeb24829f94b22a562f9701b46171e,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.036499,3581,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
2c7eba13d34a489c9f805c871aa99190,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036509,3014,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
8d5c563eb5294565b935707bacc00036,haiku,claude-haiku-4-5,match,match,obverse,0.950,3,19,0,0.036485,3009,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.95}"
55fcf543f3a04824b8c19f6bb699a977,haiku,claude-haiku-4-5,no_match,no_match,obverse,0.900,3,21,0,0.036415,3542,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.9}"
7c7ae4beafde4f0787c3f945a94d2fde,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036442,3191,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
17404d8b724d40cca88d90f559e86531,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.035825,3748,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
b65bf9d602364826b947d712e4a79578,haiku,claude-haiku-4-5,no_match,no_match,unknown,0.850,3,20,0,0.036437,3759,,"{""verdict"":""no_match"",""face"":""unknown"",""confidence"":0.85}"
994d3851308b47e4a46e749937155f17,haiku,claude-haiku-4-5,no_match,no_match,unknown,0.900,3,20,0,0.036484,4658,,"{""verdict"":""no_match"",""face"":""unknown"",""confidence"":0.9}"
e39cef244324478c9a0204b28af2fc0e,haiku,claude-haiku-4-5,match,match,obverse,0.930,3,19,0,0.036470,3424,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.93}"
d05c3e39571549dcab6c483eb4febdad,haiku,claude-haiku-4-5,match,match,obverse,0.850,3,19,0,0.036447,5765,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.85}"
967ab53b173e43bcb1d627d1e83096e9,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036422,3536,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
34cdb046170349ee9b5b39a4724ff475,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.950,3,20,0,0.035867,3545,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
1d32b9871b5c49cc906417fe0f130e3c,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036500,3604,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
2383d6da47264e09aeab8ca7070bbd8f,haiku,claude-haiku-4-5,match,match,obverse,0.970,3,19,0,0.036476,3774,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
cce49ee597074e8e81474e444bd77d3e,haiku,claude-haiku-4-5,no_match,no_match,reverse,0.850,3,20,0,0.036491,4150,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
026b943415584d10b418711f277eab0a,haiku,claude-haiku-4-5,match,match,obverse,0.930,3,19,0,0.036446,4135,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.93}"
66bcd2eb4bc74a4188b18175afd9445b,sonnet,claude-sonnet-4-6,match,match,obverse,0.900,3,19,9477,0.003137,3028,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.9}"
0925b758a02e423386f7679633ea50c3,sonnet,claude-sonnet-4-6,no_match,no_match,reverse,0.950,3,20,9467,0.003735,3652,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
f2bd92891c814789908126f9df23c9cc,sonnet,claude-sonnet-4-6,match,match,obverse,0.970,3,19,9467,0.003715,4185,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
3d56e5a671e04aefa08187a2d1fd4a11,sonnet,claude-sonnet-4-6,no_match,no_match,reverse,0.850,3,20,9478,0.003744,2880,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.85}"
60a33cadcff8405781c5c6605bd755e0,sonnet,claude-sonnet-4-6,no_match,no_match,obverse,0.950,3,21,9478,0.003769,13875,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.95}"
0786fdc952c147198328d8f7f2c5fa0b,sonnet,claude-sonnet-4-6,match,match,obverse,0.970,3,19,9484,0.003762,2789,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
584e4f59c6fb43fc8c8e955603226771,sonnet,claude-sonnet-4-6,match,match,obverse,0.970,3,19,9484,0.003742,3190,,"{""verdict"":""match"",""face"":""obverse"",""confidence"":0.97}"
1a26712bb14145ccab4799d80f07628b,sonnet,claude-sonnet-4-6,no_match,no_match,reverse,0.950,3,20,9487,0.003766,5916,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
d6eadf8ba30449fcb398b84856c5e78b,sonnet,claude-sonnet-4-6,no_match,no_match,obverse,0.970,3,21,9487,0.003786,8364,,"{""verdict"":""no_match"",""face"":""obverse"",""confidence"":0.97}"
6710ea29b4e44ea8bc4a9fbf34a86ee8,sonnet,claude-sonnet-4-6,no_match,no_match,reverse,0.950,3,20,9483,0.003751,3123,,"{""verdict"":""no_match"",""face"":""reverse"",""confidence"":0.95}"
